ID,Name,Age,Department,Salary,Experience_Years,Performance_Score,Joining_Date
1428,Emma,35.0,hr,62000.0,20.0,4.9,2011-03-04
1429,David,35.0,finance,70000.0,15.0,4.1,2011-03-05
1430,Bob,30.0,HR,60000.0,10.0,1.1,2011-03-06
1431,David,40.0,IT,70000.0,20.0,1.3,2011-03-07
1432,Jack,25.0,HR,,25.0,2.9,2011-03-08
1433,Jack,,Marketing,55000.0,5.0,4.6,2011-03-09
1434,Charlie,30.0,it,62000.0,10.0,3.2,2011-03-10
1435,Jack,25.0,Finance,62000.0,25.0,3.0,2011-03-11
1436,Alice,30.0,IT,62000.0,15.0,1.4,2011-03-12
1437,Hannah,35.0,HR,70000.0,20.0,3.6,2011-03-13
1438,Emma,,Sales,55000.0,5.0,4.3,2011-03-14
1439,David,25.0,IT,60000.0,10.0,2.5,2011-03-15
1440,Hannah,25.0,it,,25.0,4.1,2011-03-16
1441,Grace,25.0,finance,60000.0,25.0,4.9,2011-03-17
1442,Bob,25.0,IT,70000.0,5.0,1.8,2011-03-18
1443,Alice,25.0,finance,,,3.1,2011-03-19
1444,David,30.0,it,62000.0,15.0,2.1,2011-03-20
1445,Hannah,,HR,50000.0,5.0,4.2,2011-03-21
1446,Bob,35.0,it,70000.0,25.0,3.3,2011-03-22
1447,Charlie,35.0,IT,70000.0,1.0,3.5,2011-03-23
1448,Alice,35.0,Sales,55000.0,10.0,4.2,2011-03-24
1449,Alice,35.0,hr,60000.0,5.0,2.6,2011-03-25
1450,Charlie,30.0,IT,70000.0,,4.7,2011-03-26
1451,Emma,40.0,it,70000.0,25.0,3.1,2011-03-27
1452,Charlie,,hr,62000.0,15.0,1.6,2011-03-28
1453,Alice,25.0,it,62000.0,25.0,3.8,2011-03-29
1454,Alice,40.0,Sales,,15.0,4.2,2011-03-30
1455,Hannah,35.0,it,50000.0,5.0,2.3,2011-03-31
1456,Jack,40.0,HR,55000.0,15.0,4.4,2011-04-01
1457,Bob,,Finance,50000.0,20.0,4.6,2011-04-02
1458,Charlie,25.0,finance,,20.0,2.1,2011-04-03
1459,Bob,25.0,finance,62000.0,20.0,4.9,2011-04-04
1460,Charlie,,IT,60000.0,,1.6,2011-04-05
1461,Grace,,Finance,62000.0,,1.8,2011-04-06
1462,Alice,35.0,it,55000.0,1.0,1.7,2011-04-07
1463,Jack,25.0,Sales,62000.0,,4.6,2011-04-08
1464,Hannah,40.0,IT,55000.0,5.0,3.6,2011-04-09
1465,Jack,30.0,it,55000.0,25.0,1.6,2011-04-10
1466,Jack,30.0,hr,55000.0,25.0,2.8,2011-04-11
1467,Jack,,Marketing,,1.0,3.5,2011-04-12
1468,Bob,35.0,it,55000.0,,1.3,2011-04-13
1469,Charlie,30.0,Finance,55000.0,15.0,4.5,2011-04-14
1470,Ian,25.0,IT,60000.0,1.0,4.2,2011-04-15
1471,Grace,,Finance,50000.0,15.0,3.0,2011-04-16
1472,David,40.0,IT,70000.0,15.0,4.9,2011-04-17
1473,Jack,,it,50000.0,10.0,2.7,2011-04-18
1474,Emma,40.0,HR,55000.0,25.0,4.9,2011-04-19
1475,Bob,,hr,60000.0,20.0,3.7,2011-04-20
1476,Hannah,,it,62000.0,,3.5,2011-04-21
1477,David,,finance,60000.0,15.0,1.7,2011-04-22
1478,Ian,40.0,Finance,55000.0,10.0,4.5,2011-04-23
1479,Emma,40.0,Marketing,60000.0,25.0,2.7,2011-04-24
1480,Ian,,Marketing,60000.0,20.0,1.6,2011-04-25
1481,David,30.0,Sales,55000.0,15.0,1.1,2011-04-26
1482,Jack,35.0,IT,,15.0,3.2,2011-04-27
1483,Emma,35.0,Finance,60000.0,1.0,3.1,2011-04-28
1484,Ian,35.0,Sales,70000.0,1.0,3.9,2011-04-29
1485,Hannah,40.0,Finance,70000.0,25.0,4.6,2011-04-30
1486,Charlie,40.0,finance,60000.0,20.0,1.3,2011-05-01
1487,Alice,30.0,IT,,15.0,3.9,2011-05-02
1488,Charlie,35.0,it,62000.0,25.0,1.7,2011-05-03
1489,David,35.0,it,55000.0,25.0,4.4,2011-05-04
1490,Bob,,Marketing,70000.0,5.0,4.3,2011-05-05
1491,Alice,40.0,it,62000.0,,3.2,2011-05-06
1492,Grace,35.0,it,60000.0,1.0,3.8,2011-05-07
1493,Hannah,30.0,finance,62000.0,20.0,2.3,2011-05-08
1494,Grace,30.0,HR,50000.0,15.0,2.9,2011-05-09
1495,Emma,35.0,Marketing,70000.0,25.0,4.3,2011-05-10
1496,Alice,40.0,Sales,60000.0,15.0,2.8,2011-05-11
1497,Grace,30.0,hr,55000.0,5.0,2.4,2011-05-12
1498,Grace,,HR,,20.0,3.0,2011-05-13
1499,Ian,30.0,Sales,60000.0,25.0,4.3,2011-05-14
1500,Charlie,25.0,IT,55000.0,15.0,2.3,2011-05-15
1362,Jack,25.0,Marketing,,20.0,4.6,2010-12-28
1074,Emma,30.0,Finance,,15.0,3.8,2010-03-15
1375,Grace,40.0,HR,62000.0,10.0,2.0,2011-01-10
1156,Emma,35.0,IT,60000.0,25.0,3.6,2010-06-05
1105,Hannah,40.0,hr,50000.0,10.0,4.2,2010-04-15
1395,Jack,,Marketing,70000.0,20.0,3.9,2011-01-30
1378,Bob,25.0,Sales,62000.0,10.0,2.0,2011-01-13
1125,Alice,30.0,HR,50000.0,5.0,2.3,2010-05-05
1069,Grace,40.0,Finance,55000.0,15.0,2.0,2010-03-10
1451,Emma,40.0,it,70000.0,25.0,3.1,2011-03-27
